ID,RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars
uid_15054,0.52,Ideal,D,I1,61.1,57.0,5.18,5.2,3.17,971
uid_37251,0.91,Ideal,I,,61.6,55.0,6.21,6.28,3.85,4317
uid_13804,1.13,Ideal,H,I1,62.2,55.0,6.65,6.69,4.15,3678
uid_45377,0.41,Ideal,G,SI2,61.0,57.0,4.82,4.79,,836
uid_17340,-1.2395848140627457,Premium,D,SI1,60.1,60.0,5.18,5.14,3.1,1687
uid_26144,1.69,Very Good,E,SI2,62.6,59.0,7.53,7.61,4.74,10317
uid_20747,0.33,Ideal,H,VS1,60.9,56.0,4.46,,2.73,727
uid_9815,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13,15064
uid_43961,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3564
uid_9574,0.3,Very Good,F,VVS2,59.9,56.0,4.38,4.44,2.64,730
uid_37170,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5445
uid_44655,0.41,Premium,D,SI2,62.7,58.0,4.78,4.75,2.99,876
uid_25817,0.75,Ideal,D,SI1,62.3,57.0,5.83,,3.62,2903
uid_24758,1.09,Very Good,I,VS2,62.0,56.0,6.57,6.59,4.08,4959
uid_12059,0.4,Ideal,G,IF,61.8,55.0,4.75,4.79,2.95,1239
uid_35000,1.5,Ideal,G,VS1,62.3,57.0,7.25,7.32,4.54,14067
uid_24122,0.31,Good,H,VS2,63.8,56.0,4.33,4.29,2.75,586
uid_3991,0.23,Very Good,E,VVS2,63.0,58.0,3.92,,2.48,498
uid_42408,0.58,Ideal,G,VS1,62.0,57.0,5.32,5.35,3.31,1884
uid_53113,0.55,Ideal,H,VS1,61.9,55.0,5.25,5.28,3.26,1588
uid_324,1.55,Ideal,G,VVS2,61.9,54.0,7.41,7.45,4.6,15512
uid_51115,1.57,Premium,I,SI2,62.4,58.0,7.41,,4.61,7976
uid_53236,2.525831937971775,Fair,D,VS2,65.6,61.0,6.21,6.16,4.06,6176
uid_31576,1.13,Fair,J,SI1,64.9,55.0,6.49,6.56,4.24,4123
uid_36953,0.74,Ideal,F,SI2,61.6,55.0,5.81,5.87,3.6,2410
uid_16522,1.34,Ideal,F,VS2,62.5,56.0,7.09,7.05,4.42,7504
uid_49757,1.31,Ideal,G,SI1,63.4,57.0,6.97,6.87,4.4,7277
uid_35711,1.07,Ideal,G,VVS2,62.8,54.0,6.51,6.55,4.1,8212
uid_39794,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,527
uid_19307,0.73,Premium,I,VVS2,60.6,58.0,5.84,5.78,3.52,2519
uid_46733,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4103
uid_31099,0.41,Ideal,G,SI1,61.6,57.0,4.77,4.81,,1110
uid_27578,-0.8807683887751514,Premium,G,VS1,61.1,60.0,6.99,7.03,4.28,9371
uid_8703,0.59,Fair,H,SI2,64.5,57.0,,5.16,3.42,1059
uid_45266,1.08,Very Good,E,SI2,62.9,59.0,6.44,6.53,4.08,5018
uid_15519,0.76,Very Good,E,SI2,60.8,60.0,5.89,5.98,3.61,2831
uid_10480,-0.5887101550561813,Premium,E,VS2,58.2,60.0,7.26,7.21,4.21,8480
uid_49855,1.23,Very Good,F,VVS2,62.2,58.0,6.81,6.86,4.25,11382
uid_37078,1.51,Premium,I,SI1,58.6,62.0,7.51,7.45,,8574
uid_11010,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,535
uid_2008,0.31,Very Good,E,SI1,63.0,58.0,4.29,4.31,2.71,507
uid_4685,2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,,16992
uid_16147,1.1,Ideal,E,SI2,61.6,56.0,6.61,6.64,4.08,5082
uid_30407,1.08,Ideal,H,SI2,61.4,57.0,6.66,6.6,,5141
uid_21414,0.42,Premium,G,VS1,60.6,58.0,4.95,4.82,2.96,984
uid_18623,0.4,Premium,E,SI1,61.3,59.0,4.74,4.69,2.89,945
uid_14981,0.38,Ideal,F,VS1,61.3,56.0,4.67,4.7,2.87,865
uid_12291,1.07,Ideal,H,SI2,61.8,56.0,6.58,6.63,4.08,4442
uid_44739,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4405
uid_11174,1.02,Ideal,D,SI2,62.0,58.0,6.4,6.51,4.0,5235
uid_33279,0.54,Ideal,D,,61.8,57.0,,5.26,3.24,1892
uid_31951,1.02,Ideal,E,IF,62.6,57.0,6.47,6.41,4.03,11605
uid_51578,1.15,Premium,I,VS2,62.6,56.0,,6.67,,-8989
uid_16600,0.25,Ideal,H,VS1,61.7,57.0,4.04,4.07,2.5,-12368
uid_53437,0.72,Ideal,J,SI1,62.7,56.0,5.75,5.67,,1929
uid_40733,0.3,Ideal,H,,61.3,57.0,4.32,4.36,2.66,665
uid_35956,0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,1815
uid_12300,2.422637838647745,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2188
uid_33531,0.7,Very Good,F,,61.5,58.0,,,3.49,2373
uid_17152,-1.452268142989143,Ideal,F,IF,61.9,56.0,4.18,4.21,2.59,787
uid_34082,0.34,Very Good,F,VS2,62.9,58.0,4.44,4.46,2.8,686
uid_13808,0.48,Ideal,H,SI1,61.2,56.0,5.06,,3.11,927
uid_3136,1.29,Premium,I,VS1,63.0,57.0,6.99,6.89,4.37,6877
uid_11242,1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16,6379
uid_52858,0.51,Very Good,D,VS1,63.3,57.0,5.07,5.1,3.22,1882
uid_25711,1.68,Premium,I,,61.5,59.0,7.63,7.58,4.68,10151
uid_16713,0.4,Very Good,F,VVS2,62.0,56.0,4.71,4.74,2.93,1049
uid_32533,-1.0182583484786543,Very Good,D,SI2,60.3,58.0,,6.52,3.92,4633
uid_32647,0.26,Good,D,VVS2,63.6,56.0,4.09,4.06,,13511
uid_12225,1.0,Very Good,G,SI2,63.1,63.0,6.33,6.23,3.96,3713
uid_6910,1.19,Premium,I,SI2,62.6,58.0,6.82,6.69,4.23,4498
uid_24530,1.0,Good,E,SI1,63.9,55.0,6.28,6.34,,4646
uid_17336,1.5,Very Good,H,VS1,63.4,56.0,7.29,7.25,4.61,10584
uid_21136,0.9,Very Good,D,SI1,61.1,63.0,,6.17,3.78,3997
uid_4510,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1944
uid_2266,1.03,Ideal,G,VS2,60.3,56.0,6.59,6.55,3.96,6229
uid_9898,0.58,Fair,F,,65.8,56.0,5.23,5.12,3.41,893
uid_30663,0.41,Premium,H,SI2,60.9,60.0,4.84,,2.94,649
uid_20814,1.72,Premium,F,I1,60.1,58.0,7.77,,4.66,7532
uid_49781,0.7,Good,F,I1,63.8,60.0,,,,1134
uid_795,2.5589111981815895,Good,D,SI2,63.9,60.0,6.07,6.11,3.89,3153
uid_52651,-1.5066774630776432,Good,G,VVS1,63.4,56.0,4.27,,2.72,789
uid_7066,0.78,Premium,F,SI2,62.8,56.0,5.9,5.86,3.69,2200
uid_48584,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,5292
uid_16284,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,12297
uid_52821,1.16,Ideal,I,VS2,60.1,62.0,6.83,6.78,4.09,5587
uid_47530,1.16,Ideal,G,IF,62.3,55.0,6.73,6.79,4.21,9901
uid_12295,0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,394
uid_33996,-1.218923267032272,Ideal,H,VS1,61.2,55.0,4.96,5.04,3.06,1401
uid_41958,0.56,Ideal,D,VS2,61.6,56.0,5.31,5.27,,2066
uid_37898,2.0869604496560514,Ideal,D,,61.2,55.0,5.12,5.07,3.12,1808
uid_23870,0.69,Very Good,F,,61.5,60.0,,5.67,3.48,2993
uid_7027,0.8,Good,E,VS2,63.3,59.0,5.82,5.87,3.7,3365
uid_47112,0.31,Premium,F,,60.7,58.0,4.38,4.35,2.65,663
uid_8317,-1.5338035997713653,Ideal,F,VS2,62.7,57.0,5.06,5.11,,1436
uid_32330,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,855
uid_49389,0.91,Premium,F,,62.2,58.0,6.17,6.21,,4979
uid_25881,0.28184129031388583,Good,G,VS1,63.8,56.0,5.17,5.11,3.28,1591
uid_42654,1.01,Premium,G,,62.8,59.0,6.33,6.29,3.96,4338
uid_6327,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72,371
uid_20771,1.24,Premium,E,SI2,60.5,62.0,6.97,6.89,4.19,4666
uid_30496,0.9,Very Good,H,SI1,61.9,59.0,6.17,6.21,3.83,3595
uid_41195,0.76,Premium,H,VVS2,59.6,57.0,5.91,5.86,3.51,2792
uid_45376,0.71,Ideal,E,SI1,62.9,57.0,5.67,5.72,3.58,2651
uid_48255,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,854
uid_20812,1.1,Premium,H,SI1,62.1,58.0,6.61,6.59,4.1,4354
uid_21902,1.01,Premium,F,SI1,62.3,59.0,6.38,6.4,3.98,4969
uid_14079,1.32,Fair,E,SI2,65.2,58.0,6.86,6.79,4.45,6221
uid_36980,1.02,Fair,F,SI1,61.8,50.0,6.59,6.51,,4227
uid_9391,2.02,Fair,G,I1,68.0,55.0,7.77,7.72,,6346
uid_23065,0.35,Very Good,D,VS1,63.0,57.0,,4.51,2.83,771
uid_36186,0.32,Ideal,G,VS2,61.5,57.0,4.41,4.4,2.71,720
uid_17725,-0.3870010193416198,Good,E,I1,64.1,58.0,6.46,6.32,4.09,2066
uid_18635,0.9,Premium,E,SI1,60.3,60.0,6.27,6.2,3.76,3917
uid_23992,2.01,Premium,F,SI2,61.3,61.0,,7.96,4.9,17746
uid_25247,0.71,Good,D,SI2,64.3,56.0,5.64,,3.61,2215
uid_1812,0.59,Very Good,G,,61.1,57.0,5.4,5.43,3.31,1664
uid_52559,0.53,Ideal,E,VS1,60.9,57.0,5.25,5.19,3.18,1827
uid_40879,0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,2843
uid_29899,1.0,Ideal,G,VS1,62.7,54.0,,6.42,4.01,6349
uid_14968,0.56,Ideal,G,SI1,61.3,54.0,5.34,5.37,3.28,1417
uid_15245,0.35,Very Good,H,VS2,59.8,62.0,4.57,4.63,2.75,545
uid_26740,0.65,Premium,F,,61.4,57.8,5.5,5.56,3.39,1748
uid_18949,0.71,Fair,G,SI2,65.6,56.0,,5.49,3.63,1691
uid_46137,1.09,Premium,D,SI2,62.8,56.0,6.49,6.45,4.06,4538
uid_31015,0.43,Ideal,G,,61.6,57.0,4.84,4.81,2.97,1341
uid_24878,2.2336280978102323,Very Good,F,SI1,59.6,55.0,4.18,,2.51,590
uid_45066,-1.3670859859106996,Very Good,G,VS1,62.2,55.0,3.93,3.95,2.45,391
uid_35052,0.3,Good,F,VS1,63.7,56.0,4.28,,2.72,731
uid_25765,1.65,Ideal,G,IF,62.4,55.0,7.53,,4.72,17569
uid_45178,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1192
uid_14517,1.01,Premium,G,VS2,60.7,60.0,6.49,6.45,3.93,5864
uid_4028,0.27,Ideal,H,VVS2,62.2,56.0,,4.18,2.59,527
uid_14657,1.05,Ideal,G,SI1,62.3,55.0,6.47,6.54,4.05,17860
uid_8950,2.515085851304364,Very Good,D,SI1,63.3,55.0,4.77,4.74,3.01,947
uid_3740,0.83,Good,F,SI2,57.5,61.0,6.22,,3.56,2358
uid_50852,0.51,Very Good,D,VS2,63.1,56.0,5.06,5.12,3.21,1658
uid_1314,0.71,Premium,I,VS2,60.0,58.0,5.79,5.85,3.49,1952
uid_38840,0.72,Very Good,D,VS2,61.0,59.0,5.74,5.77,3.51,2697
uid_40177,0.27,Ideal,E,VVS2,61.8,57.0,4.12,4.16,2.56,622
uid_39611,0.74,Ideal,E,VS2,61.9,57.0,5.81,5.78,3.59,2901
uid_25472,1.0,Premium,E,SI2,60.4,60.0,,6.46,,4648
uid_14802,0.3,Very Good,G,,62.9,55.0,4.3,,2.71,684
uid_49863,0.57,Ideal,F,,62.1,56.0,5.35,5.31,3.31,2360
uid_24228,0.28,Ideal,G,VS2,62.2,54.0,4.21,4.24,2.63,497
uid_13766,1.24,Premium,G,SI1,58.9,58.0,7.08,6.98,4.14,6145
uid_23201,3.217402441955682,Premium,G,SI2,59.1,59.0,6.54,6.5,3.85,3696
uid_46932,0.25,Very Good,F,,62.4,55.0,4.03,4.06,2.52,633
uid_16544,0.9,Ideal,D,VS1,61.9,59.0,6.14,,3.81,7393
uid_21638,1.24,Ideal,H,VS2,60.1,59.0,6.99,7.03,4.21,7701
uid_16117,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760
uid_51777,0.72,Very Good,E,,62.0,57.0,5.73,5.76,3.56,2562
uid_38001,2.302062598289017,Premium,E,SI2,62.2,57.0,,5.68,3.55,2386
uid_442,1.7569975885935825,Very Good,F,VVS1,60.6,56.0,4.12,4.16,2.51,657
uid_32447,0.5,Ideal,D,,62.3,55.0,5.07,5.11,3.17,1752
uid_6960,0.34,Ideal,E,VVS1,62.1,57.0,4.46,4.5,2.78,15207
uid_2961,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22,6947
uid_47951,0.34,Ideal,D,VS2,61.0,58.0,4.49,4.53,2.75,753
uid_12684,2.01,Very Good,H,SI2,60.5,61.0,,,,16140
uid_25945,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,3993
uid_21192,0.5,Premium,G,SI1,62.6,56.0,5.1,5.06,3.18,1286
uid_20365,0.39,Very Good,D,VVS2,62.9,58.0,4.62,4.66,,1232
uid_14288,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5775
uid_39451,0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569
uid_6793,0.39,Ideal,F,VVS1,62.1,55.0,,4.71,2.92,1124
uid_46779,1.58,Ideal,H,VVS2,62.0,56.0,7.44,7.49,,12897
uid_49836,0.059769295022249036,Premium,H,VS2,60.2,60.0,7.5,7.38,4.48,10951
uid_15876,1.04,Premium,E,SI2,62.8,59.0,6.45,6.41,4.04,4370
uid_44490,0.3,Very Good,E,SI2,61.9,58.0,4.28,4.31,2.66,421
uid_41297,0.52,Ideal,E,VS2,59.5,57.0,5.25,5.27,3.13,1689
uid_8381,0.52,Ideal,E,VS2,61.7,57.0,5.17,5.1,3.17,1694
uid_38708,2.02,Ideal,H,SI2,62.1,56.0,8.13,8.09,,12485
uid_38353,1.21,Very Good,G,SI1,61.2,58.0,6.84,6.91,4.21,6549
uid_51934,1.02,Ideal,D,VS1,62.7,55.0,6.49,6.4,4.04,7118
uid_11970,1.1,Ideal,F,VVS2,61.2,56.0,,6.64,4.08,9343
uid_41737,0.33,Premium,I,VVS2,62.2,59.0,4.47,4.41,2.76,743
uid_52917,0.3,Premium,D,VS2,61.0,60.0,4.29,4.33,2.63,710
uid_33148,0.51,Premium,E,VS2,61.3,58.0,5.13,5.15,3.15,1656
uid_25228,1.16,Ideal,F,VS2,61.3,57.0,6.76,6.79,4.15,9432
uid_52320,0.32,Premium,G,VS2,61.5,59.0,4.4,4.42,2.71,561
uid_27902,0.56,Ideal,I,VVS1,62.0,56.0,5.29,5.26,3.27,1698
uid_25125,0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
uid_38144,3.3950172547827653,Ideal,F,VS2,61.9,55.0,7.16,7.12,4.42,11205
uid_52708,1.5,Ideal,H,VS1,61.2,56.0,,7.4,,12055
uid_53750,0.31,Good,G,VS1,63.7,56.0,4.27,4.3,2.73,625
uid_2435,0.7,Ideal,D,SI1,61.4,54.0,5.75,,3.52,2822
uid_45924,0.38,Ideal,H,VVS2,62.1,54.0,4.62,4.66,2.88,898
uid_9176,1.04,Very Good,J,SI2,63.5,59.0,6.37,6.42,4.06,3810
uid_32894,1.51,Very Good,I,SI1,63.5,57.0,7.19,7.24,4.58,8214
uid_39999,3.8544042859020315,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,10412
uid_2188,0.32,Ideal,F,VVS2,60.4,57.0,4.46,4.47,2.7,829
uid_29551,0.53,Ideal,F,VS1,61.6,55.0,5.24,5.21,3.22,1740
uid_4003,1.04,Ideal,D,SI1,61.9,57.0,6.51,6.54,4.04,6112
uid_46977,0.52,Good,E,SI2,63.7,56.0,5.12,5.15,3.27,1120
uid_53070,0.41,Premium,E,SI2,61.3,59.0,4.85,4.8,2.96,876
uid_3143,0.4,Ideal,F,VVS2,62.4,56.0,4.74,4.72,2.95,1163
uid_13183,1.01,Good,J,VS1,63.2,62.0,6.29,6.33,3.99,3823
uid_44988,-0.5716817181528724,Premium,G,VS2,60.9,57.0,6.94,6.89,4.21,8067
uid_9452,0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,619
uid_29413,0.8,Ideal,E,VS2,61.4,56.0,5.97,,3.68,3972
uid_12238,0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,625
uid_13024,0.56,Ideal,F,VS2,62.7,55.0,,5.27,3.32,2318
uid_12283,0.9,Very Good,I,,61.4,58.0,,6.25,3.83,4089
uid_20734,2.04,Very Good,I,VS1,61.8,60.0,8.11,8.21,5.04,18127
uid_40536,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,855
uid_7435,0.46,Premium,E,VS1,62.0,58.0,4.95,4.98,3.08,1294
uid_42291,1.04,Premium,H,SI1,61.0,58.0,6.6,6.54,4.01,5090
uid_6083,0.4,Ideal,F,VS2,61.0,62.0,4.71,4.74,2.88,867
uid_36620,1.19,Premium,G,SI2,62.4,59.0,6.74,6.71,4.2,4078
uid_21289,-1.3658444813146817,Ideal,F,VS2,62.5,56.0,5.12,5.16,,1629
uid_11714,0.52,Premium,D,VS2,61.8,58.0,5.2,5.15,3.2,1868
uid_43133,-1.5883657071388675,Ideal,H,VS2,61.2,59.0,,4.4,2.68,515
uid_33029,0.32,Ideal,H,VS2,61.3,55.0,4.44,4.4,2.71,648
uid_514,0.9,Ideal,H,VVS1,61.9,57.0,6.19,6.24,3.85,4783
uid_15561,1.15,Premium,I,SI1,62.2,56.0,6.77,6.67,4.18,4637
uid_48249,0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,764
uid_16084,3.2998932468241566,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5700
uid_40376,-1.034609565546138,Very Good,G,SI1,63.3,58.0,4.69,4.66,2.96,840
uid_43677,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2378
uid_52769,1.2,Ideal,H,VS1,62.5,57.0,,6.73,4.23,6814
uid_3966,0.55,Premium,F,SI1,62.9,58.0,5.26,5.23,3.3,1354
uid_43528,2.0747932953765993,Ideal,G,VS1,62.2,54.3,,5.27,3.27,2025
uid_15000,0.57,Ideal,E,SI1,61.8,57.0,,5.33,3.28,1608
uid_3463,1.51,Premium,J,VS2,62.3,59.0,,7.35,4.57,7418
uid_1369,-0.5991062418700457,Ideal,I,SI2,62.0,55.0,6.68,6.7,4.15,5378
uid_2241,1.14,Ideal,H,VS2,61.7,57.0,6.73,6.68,4.14,18564
uid_17521,1.21,Very Good,G,,60.4,56.0,6.96,6.91,4.19,9878
uid_19396,0.91,Very Good,F,VS1,63.1,59.0,6.19,6.14,3.89,4423
uid_13076,0.5,Good,F,SI2,57.7,62.0,5.22,5.18,3.0,926
uid_33476,0.33,Ideal,E,VS2,60.5,56.0,4.48,4.51,2.72,723
uid_40453,0.33,Very Good,F,IF,60.3,58.0,4.49,4.46,2.7,1014
uid_23266,1.03,Ideal,D,SI2,60.7,55.0,6.53,,3.99,4752
uid_29718,0.33,Very Good,G,VVS2,60.9,57.0,4.43,4.5,2.72,752
uid_10442,3.064104874324542,Ideal,H,SI2,61.0,57.0,6.93,6.88,4.2,5602
uid_1288,1.0,Premium,E,VS1,61.4,59.0,6.44,6.42,3.95,-6709
uid_38426,0.4,Very Good,F,SI1,61.7,62.0,4.71,4.76,2.92,717
uid_27323,0.72,Good,D,SI2,64.1,57.0,5.64,5.71,3.64,2254
uid_48193,0.42,Premium,D,VS1,60.8,59.0,4.79,4.85,2.93,1179
uid_48254,0.94,Ideal,E,SI2,61.1,55.0,6.29,6.34,3.86,3915
uid_33834,1.0,Ideal,D,SI1,59.9,56.0,6.51,6.54,3.91,5929
uid_2351,0.73,Ideal,D,,61.8,54.0,5.89,5.92,,3319
uid_7248,0.4,Very Good,E,VVS2,60.3,59.0,4.74,4.78,2.87,1017
uid_1804,2.145052591128469,Premium,E,SI2,61.6,57.0,4.65,,2.85,812
uid_49007,1.05,Ideal,G,VS1,61.5,55.0,6.56,6.59,4.04,7247
uid_40741,0.3,Premium,G,VVS1,62.1,56.0,4.31,4.29,2.67,1013
uid_38729,0.59,Ideal,E,VVS2,61.0,58.0,5.39,5.43,3.3,2515
uid_542,1.51,Very Good,G,VS2,58.7,63.0,7.45,7.4,4.36,12551
uid_32865,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,810
uid_42159,0.36,Good,E,SI2,63.7,54.0,4.55,4.52,,648
uid_28800,0.73,Very Good,H,,60.8,57.0,5.8,5.83,,2916
uid_45588,0.41,Ideal,F,VVS2,62.3,56.0,4.73,4.77,2.96,15350
uid_3150,1.56,Premium,F,SI2,58.8,59.0,7.76,7.61,4.52,7950
uid_16965,0.32,Ideal,D,VS2,62.0,55.0,4.38,4.42,2.73,758
uid_46035,1.0,Premium,F,,62.4,56.0,,6.31,,3977
uid_38717,0.54,Ideal,I,VS2,61.9,56.0,5.2,,3.24,1260
uid_31847,0.52,Ideal,I,VS1,62.7,57.0,5.17,5.14,3.23,1720
uid_44418,0.9,Fair,G,VS2,65.8,61.0,5.99,5.96,3.93,4309
uid_30866,0.25,Very Good,D,VVS2,62.1,57.0,4.02,4.07,2.51,548
uid_19052,1.13,Ideal,H,VS2,62.0,57.0,6.7,6.66,4.14,5885
uid_50541,0.55,Ideal,F,VS2,62.7,55.0,5.24,5.26,3.29,1580
uid_16784,0.31,Good,H,VS2,63.2,58.0,4.31,4.33,2.73,489
uid_30946,0.3,Ideal,H,,61.8,58.0,4.26,4.28,2.64,491
uid_37289,0.77,Ideal,D,SI2,60.6,56.0,5.9,5.95,3.59,2973
uid_24652,1.01,Fair,F,VS2,64.8,56.0,6.3,6.25,4.07,4791
uid_16462,0.52,Very Good,F,SI1,60.0,58.0,5.21,5.26,3.14,1261
uid_2565,-1.4805014526462112,Good,G,VS2,63.6,56.0,4.26,4.29,2.72,544
uid_52707,0.74,Ideal,D,VS1,61.7,55.0,5.79,5.85,3.59,3813
uid_53027,1.02,Very Good,E,VS2,62.5,57.0,6.36,6.41,3.99,6816
uid_5596,0.42,Ideal,G,VVS1,61.6,55.0,4.85,,2.98,1235
uid_34205,0.31,Ideal,E,VS2,62.5,54.0,4.33,4.37,2.72,720
uid_29648,0.93,Ideal,H,SI1,61.7,55.0,6.26,6.29,3.87,4317
uid_21642,0.7,Very Good,E,SI1,63.1,58.0,,5.64,3.55,17536
uid_36452,0.3,Ideal,H,VVS1,61.1,56.0,4.33,4.37,2.66,650
uid_9879,2.0,Fair,H,SI2,67.9,55.0,7.67,,5.18,10913
uid_1352,1.24,Premium,G,,60.0,60.0,6.94,6.88,4.15,3896
uid_43291,0.33,Ideal,I,VS2,61.5,57.0,4.49,4.42,2.74,594
uid_6581,0.85,Good,J,VS1,63.6,57.0,6.01,5.94,3.8,2372
uid_4208,0.8,Very Good,D,SI2,62.5,59.0,5.88,5.92,3.69,2862
uid_24397,1.01,Premium,G,VS1,59.9,59.0,6.48,,3.89,6239
uid_16980,0.54,Very Good,E,SI2,63.4,56.0,5.18,5.14,3.27,1250
uid_51817,0.77,Very Good,H,VS2,63.0,57.0,5.79,,3.67,2513
uid_18997,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,,2052
uid_28506,0.52,Very Good,H,SI1,63.1,57.0,5.14,5.09,3.23,1219
uid_31331,0.5,Premium,G,SI1,62.8,61.0,5.01,4.99,3.14,1286
uid_18562,0.3,Good,H,SI2,63.9,56.0,4.24,4.27,2.72,368
uid_7058,2.2357703932218613,Ideal,E,VVS2,61.9,57.0,4.44,4.47,2.75,917
uid_9273,1.07,Premium,G,SI2,59.9,59.0,6.67,6.61,3.98,4278
uid_24720,1.24,Premium,H,VS1,62.2,59.0,6.83,6.9,4.27,7092
uid_9867,1.2,Ideal,H,VS1,62.3,54.0,6.78,6.86,4.25,7768
uid_36168,0.56,Ideal,G,VS2,60.8,55.0,5.33,5.37,3.25,1662
uid_13458,0.31,Ideal,E,VS2,61.8,55.0,4.4,,2.71,872
uid_755,1.2,Premium,J,SI1,61.5,59.0,6.84,6.81,4.2,4657
uid_42033,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,5801
uid_16558,0.31,Ideal,F,,62.1,55.0,4.34,4.35,2.7,979
uid_47344,0.73,Ideal,I,VS1,61.1,56.0,5.79,5.83,3.55,2596
uid_10387,2.2756473641354,Ideal,F,VS1,60.9,58.0,5.91,5.95,3.61,3655
uid_51233,1.58,Very Good,D,SI1,62.4,60.0,7.41,,4.63,12799
uid_25928,0.74,Ideal,D,VS2,62.0,57.0,5.79,,3.6,3487
uid_9720,1.02,Ideal,H,SI1,61.6,57.0,6.43,6.5,3.98,4540
uid_33119,1.06,Ideal,H,SI2,60.9,56.0,6.58,6.63,4.02,4563
uid_27049,0.39,Very Good,E,VS1,60.0,59.0,4.76,4.8,2.87,900
uid_12103,0.34,Ideal,G,VVS1,61.8,56.0,,,2.77,1000
uid_6028,2.02,Ideal,J,,62.2,57.0,8.11,8.18,,12736
uid_36860,0.44,Good,G,,58.5,61.0,4.99,5.03,2.93,1407
uid_11217,0.58,Very Good,F,,59.4,58.0,,5.5,3.25,1442
uid_30681,1.62,Very Good,D,SI2,61.2,61.0,7.53,7.6,4.63,-2995
uid_11133,1.01,Ideal,E,VS2,61.6,57.0,6.43,,3.97,7198
uid_7453,1.3,Very Good,G,VS1,62.5,58.0,6.9,6.95,4.33,10654
uid_20053,0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,15821
uid_50329,1.5,Premium,H,SI1,58.8,59.0,7.53,,4.41,9697
uid_15101,0.7,Premium,D,,58.3,61.0,5.74,5.7,3.33,2167
uid_45203,0.28,Ideal,H,VS1,62.0,55.0,4.21,4.24,2.62,497
uid_5247,0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812
uid_27881,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,3696
uid_42368,-1.3177195453434614,Very Good,E,SI1,60.7,59.0,4.52,,2.76,614
uid_41036,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5363
uid_8422,0.55,Good,D,SI2,63.2,56.0,5.21,,3.3,1272
uid_37172,1.04,Ideal,G,SI2,60.4,58.0,6.56,6.62,3.98,4566
uid_17202,0.35,Ideal,D,VS2,61.8,56.0,4.51,4.55,2.8,829
uid_51549,1.14,Ideal,F,VVS1,60.1,60.0,6.79,6.83,4.09,11226
uid_28306,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3246
uid_53387,0.7,Ideal,E,SI1,62.4,55.0,5.66,,3.54,2703
uid_25113,0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,,-12659
uid_29392,0.7,Fair,D,SI2,64.5,60.0,5.53,5.47,3.55,2167
uid_41077,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,418
